Id	Debate	Text	Type	Score
985	FIRST	And I think we need to go after Baghdadi, as well, make that one of our organizing principles.	0.548138	positive
986	FIRST	Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.	-0.707597	negative
987	FIRST	You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando.	-0.780429	negative
988	FIRST	I'll ask this to both of you.	0	neutral
989	FIRST	Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?	0	neutral
990	FIRST	Well, first I have to say one thing, very important.	0.762181	positive
991	FIRST	Secretary Clinton is talking about taking out ISIS.	0	neutral
992	FIRST	We will take out ISIS.	0	neutral
993	FIRST	Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster.	-0.707717	negative
994	FIRST	And ISIS was formed.	0	neutral
995	FIRST	So she talks about taking them out.	0	neutral
996	FIRST	She's been doing it a long time.	0	neutral
997	FIRST	She's been trying to take them out for a long time.	-0.317434	negative
998	FIRST	But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that.	-0.506498	negative
999	FIRST	And then you wouldn't have had them.	0	neutral
1000	FIRST	Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income.	0	neutral
1001	FIRST	And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.	-0.790141	negative
1002	FIRST	Secretary Clinton?	-0.357956	negative
1003	FIRST	Well, I hope the fact-checkers are turning up the volume and really working hard.	0	neutral
1004	FIRST	Donald supported the invasion of Iraq.	0	neutral
1005	FIRST	Wrong.	-0.660069	negative
1006	FIRST	That is absolutely proved over and over again.	0	neutral
1007	FIRST	Wrong.	-0.660069	negative
1008	FIRST	Wrong.	-0.660069	negative
1009	FIRST	He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.	0	neutral
1010	FIRST	But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama.	-0.568193	negative
1011	FIRST	And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.	0	neutral
1012	FIRST	But let's talk about the question you asked, Lester.	0	neutral
1013	FIRST	The question you asked is, what do we do here in the United States?	0	neutral
1014	FIRST	That's the most important part of this.	0.503415	positive
1015	FIRST	How do we prevent attacks?	-0.557764	negative
1016	FIRST	How do we protect our people?	-0.423333	negative
1017	FIRST	And I think we've got to have an intelligence surge, where we are looking for every scrap of information.	-0.626997	negative
1018	FIRST	I was so proud of law enforcement in New York, in Minnesota, in New Jersey.	0.598929	positive
1019	FIRST	You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.	0	neutral
1020	FIRST	And they brought him down.	0	neutral
1021	FIRST	And we may find out more information because he is still alive, which may prove to be an intelligence benefit.	0.693363	positive
1022	FIRST	So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East.	0	neutral
1023	FIRST	That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of.	-0.821507	negative
1024	FIRST	We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism.	-0.822609	negative
1025	FIRST	We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations.	0	neutral
1026	FIRST	Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community.	0	neutral
1027	FIRST	They're on the front lines.	0	neutral
1028	FIRST	They can provide information to us that we might not get anywhere else.	0	neutral
1029	FIRST	They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.	-0.817247	negative
1030	FIRST	Mr. Trump...	0	neutral
1031	FIRST	Well, I have to respond.	0	neutral
1032	FIRST	Please respond.	0	neutral
1033	FIRST	The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen.	0	neutral
1034	FIRST	You look at the Middle East, it's a total mess.	-0.746739	negative
1035	FIRST	Under your direction, to a large extent.	0	neutral
1036	FIRST	But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly.	-0.665818	negative
1037	FIRST	They were choking on the sanctions.	-0.51772	negative
1038	FIRST	And now they're going to be actually probably a major power at some point pretty soon, the way they're going.	0.564824	positive
1039	FIRST	But when you look at NATO, I was asked on a major show, what do you think of NATO?	0	neutral
1040	FIRST	And you have to understand, I'm a businessperson.	0	neutral
1041	FIRST	I did really well.	0.565405	positive
1042	FIRST	But I have common sense.	-0.401923	negative
1043	FIRST	And I said, well, I'll tell you.	0.491154	positive
1044	FIRST	I haven't given lots of thought to NATO.	-0.337858	negative
1045	FIRST	But two things.	0	neutral
1046	FIRST	Number one, the 28 countries of NATO, many of them aren't paying their fair share.	-0.514427	negative
1047	FIRST	Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.	-0.729553	negative
1048	FIRST	And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror.	0	neutral
1049	FIRST	And I was very strong.	0.576491	positive
1050	FIRST	And I said it numerous times.	0	neutral
1051	FIRST	And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division.	-0.402182	negative
1052	FIRST	And I think that's great.	0.695222	positive
1053	FIRST	And I think we should get -- because we pay approximately 73 percent of the cost of NATO.	0	neutral
1054	FIRST	It's a lot of money to protect other people.	0	neutral
1055	FIRST	But I'm all for NATO.	0	neutral
1056	FIRST	But I said they have to focus on terror, also.	-0.611952	negative
1057	FIRST	And they're going to do that.	0	neutral
1058	FIRST	And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO.	-0.633155	negative
1059	FIRST	I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton.	-0.565416	negative
1060	FIRST	And believe me, you were the ones that took out the troops.	0	neutral
1061	FIRST	Not only that, you named the day.	0	neutral
1062	FIRST	They couldn't believe it.	0	neutral
1063	FIRST	They sat back probably and said, I can't believe it.	-0.712314	negative
1064	FIRST	They said...	0	neutral
1065	FIRST	Lester, we've covered...	0	neutral
1066	FIRST	No, wait a minute.	0	neutral
1067	FIRST	We've covered this ground.	0	neutral
1068	FIRST	When they formed, when they formed, this is something that never should have happened.	0	neutral
1069	FIRST	It should have never happened.	0	neutral
1070	FIRST	Now, you're talking about taking out ISIS.	0	neutral
1071	FIRST	But you were there, and you were secretary of state when it was a little infant.	0	neutral
1072	FIRST	Now it's in over 30 countries.	0	neutral
1073	FIRST	And you're going to stop them?	-0.354351	negative
1074	FIRST	I don't think so.	-0.425703	negative
1075	FIRST	Mr. Trump, a lot of these are judgment questions.	0	neutral
